level,playing_user,funnel_rate,funnel_rate_sanity,avg_attempts,1st_attempts_win,level_pass_rate,level_continue_rate,level_fail_rate,win_dropped_users_cohort,lose_dropped_users_cohort,win_dropped_users_realtime,lose_dropped_users_realtime,avg_booster_usage,avg_progress,ad_revenue,ad_rw_revenue,ad_is_revenue,iap_revenue,arpu,ad_arpu,rw_imp,is_imp,cum_avg_rw_imp,cum_avg_is_imp,paying_user,rw_star_imp,rw_coin_imp,rw_heart_imp,rw_hint_booster_imp,rw_eraser_booster_imp,rw_wand_booster_imp,rw_grid_booster_imp,total_duration,median_duration,win_duration_p50,win_duration_p75,win_duration_p90,win_duration_avg,lose_duration_p50,lose_duration_p75,lose_duration_p90,lose_duration_avg,replay_rate,us_playing_user,de_playing_user,jp_playing_user,ru_playing_user,br_playing_user,tr_playing_user,es_playing_user,fr_playing_user,mx_playing_user,us_rw_imp,de_rw_imp,jp_rw_imp,ru_rw_imp,br_rw_imp,tr_rw_imp,es_rw_imp,fr_rw_imp,mx_rw_imp,us_is_imp,de_is_imp,jp_is_imp,ru_is_imp,br_is_imp,tr_is_imp,es_is_imp,fr_is_imp,mx_is_imp,t1_rw_user,t2_rw_user,t1_is_user,t2_is_user,resource_source_hint,resource_source_wand,resource_source_grid,resource_source_eraser,resource_sink_hint,resource_sink_wand,resource_sink_grid,resource_sink_eraser,avg_res_src_hint,avg_res_src_wand,avg_res_src_grid,avg_res_src_eraser,avg_res_sink_hint,avg_res_sink_wand,avg_res_sink_grid,avg_res_sink_eraser
589,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0012,0.0005,0.0006,0,0.0006,0.0006,1,2,3.1611,13.3659,0,0,0,0,0,0,0,0,713,296,296,417,417,356.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0,0.0011,0,0.0005,0.0005,0,2,3.1611,13.3666,0,0,0,0,0,0,0,0,174,81,81,93,93,87,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0012,0,0.0012,0,0.0006,0.0006,0,2,3.1611,13.3673,0,0,0,0,0,0,0,0,81,37,37,44,44,40.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0004,0.0004,0,2,3.1611,13.3681,0,0,0,0,0,0,0,0,383,147,147,236,236,191.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0012,0,0.0011,0,0.0006,0.0006,0,2,3.1611,13.3688,0,0,0,0,0,0,0,0,447,209,209,238,238,223.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0013,0,0.0006,0.0006,0,2,3.1611,13.3695,0,0,0,0,0,0,0,0,181,86,86,95,95,90.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,2,0.0007,0.0007,1.0,1.0,1.0,0.5,0.0,0,0,0,0,0.0,,0.0003,0,0.0003,0,0.0001,0.0001,0,1,3.1611,13.3699,0,0,0,0,0,0,0,0,102,50,50,52,52,51,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0002,0,0.0002,0,0.0001,0.0001,0,1,3.1611,13.3702,0,0,0,0,0,0,0,0,204,93,93,111,111,102,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0008,0,0.0008,0,0.0004,0.0004,0,2,3.1611,13.3709,0,0,0,0,0,0,0,0,162,81,81,81,81,81,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0,0.001,0,0.0005,0.0005,0,2,3.1611,13.3717,0,0,0,0,0,0,0,0,390,186,186,204,204,195,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,2,0.0007,0.0007,1.0,1.0,1.0,0.5,0.0,0,0,0,0,0.0,,0.0033,0.0022,0.001,0,0.0017,0.0017,3,2,3.1622,13.3724,0,0,0,0,0,0,0,0,1155,482,482,673,673,577.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0002,0,0.0002,0,0.0001,0.0001,0,1,3.1622,13.3727,0,0,0,0,0,0,0,0,116,53,53,63,63,58,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0,0.0011,0,0.0005,0.0005,0,2,3.1622,13.3735,0,0,0,0,0,0,0,0,127,58,58,69,69,63.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0008,0,0.0008,0,0.0004,0.0004,0,2,3.1622,13.3742,0,0,0,0,0,0,0,0,191,81,81,110,110,95.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0004,0.0004,0,2,3.1622,13.3749,0,0,0,0,0,0,0,0,168,66,66,102,102,84,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2,0.0007,0.0007,1.0,1.0,1.0,0.5,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0004,0.0004,0,2,3.1622,13.3756,0,0,0,0,0,0,0,0,225,106,106,119,119,112.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.0005,0.0005,0,2,3.1622,13.3764,0,0,0,0,0,0,0,0,179,72,72,107,107,89.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.0005,0.0005,0,2,3.1622,13.3771,0,0,0,0,0,0,0,0,178,70,70,108,108,89,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0.0004,0.0006,0,0.0005,0.0005,1,1,3.1626,13.3774,0,0,0,0,0,0,0,0,496,189,189,307,307,248,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0017,0.0006,0.0011,0,0.0008,0.0008,1,2,3.1629,13.3782,0,0,0,0,0,0,0,0,501,180,180,321,321,250.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.003,0.0021,0.0009,0,0.0015,0.0015,3,2,3.164,13.3789,0,0,0,0,0,0,0,0,1474,464,464,1010,1010,737,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0005,0.0005,0,2,3.164,13.3796,0,0,0,0,0,0,0,0,244,78,78,166,166,122,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0014,0.0011,0.0002,0,0.0007,0.0007,1,1,3.1644,13.38,0,0,0,0,0,0,0,0,221,92,92,129,129,110.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0004,0.0004,0,2,3.1644,13.3807,0,0,0,0,0,0,0,0,243,103,103,140,140,121.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2,0.0007,0.0007,1.0,1.0,1.0,0.5,0.0,0,0,0,0,0.0,,0.0002,0,0.0002,0,0.0001,0.0001,0,1,3.1644,13.381,0,0,0,0,0,0,0,0,195,97,97,98,98,97.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.0009,0,0.0005,0.0005,0,2,3.1644,13.3818,0,0,0,0,0,0,0,0,470,217,217,253,253,235,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.0009,0,0.0005,0.0005,0,2,3.1644,13.3825,0,0,0,0,0,0,0,0,316,151,151,165,165,158,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.0005,0.0005,0,2,3.1644,13.3832,0,0,0,0,0,0,0,0,134,62,62,72,72,67,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0008,0,0.0005,0.0005,0,2,3.1644,13.3839,0,0,0,0,0,0,0,0,224,94,94,130,130,112,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0008,0,0.0008,0,0.0004,0.0004,0,2,3.1644,13.3846,0,0,0,0,0,0,0,0,188,77,77,111,111,94,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0,0.0011,0,0.0006,0.0006,0,2,3.1644,13.3854,0,0,0,0,0,0,0,0,251,106,106,145,145,125.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0,0.0011,0,0.0006,0.0006,0,2,3.1644,13.3861,0,0,0,0,0,0,0,0,222,103,103,119,119,111,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0,0.001,0,0.0005,0.0005,0,2,3.1644,13.3868,0,0,0,0,0,0,0,0,230,103,103,127,127,115,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0016,0.0005,0.001,0,0.0008,0.0008,1,2,3.1647,13.3875,0,0,0,0,0,0,0,0,530,177,177,353,353,265,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0026,0.0012,0.0011,0,0.0013,0.0013,2,2,3.1655,13.3882,0,0,0,0,0,0,0,0,712,274,274,438,438,356,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
624,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0004,0.0004,0,2,3.1655,13.389,0,0,0,0,0,0,0,0,603,207,207,396,396,301.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0008,0,0.0008,0,0.0004,0.0004,0,2,3.1655,13.3897,0,0,0,0,0,0,0,0,229,92,92,137,137,114.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0008,0,0.0008,0,0.0004,0.0004,0,2,3.1655,13.3904,0,0,0,0,0,0,0,0,217,88,88,129,129,108.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0004,0.0004,0,2,3.1655,13.3911,0,0,0,0,0,0,0,0,198,93,93,105,105,99,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0003,0.0003,0,2,3.1655,13.3919,0,0,0,0,0,0,0,0,218,66,66,152,152,109,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0004,0.0004,0,2,3.1655,13.3926,0,0,0,0,0,0,0,0,132,45,45,87,87,66,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0002,0,0.0002,0,0.0001,0.0001,0,1,3.1655,13.3929,0,0,0,0,0,0,0,0,151,65,65,86,86,75.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0003,0.0003,0,2,3.1655,13.3937,0,0,0,0,0,0,0,0,164,80,80,84,84,82,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0003,0.0003,0,2,3.1655,13.3944,0,0,0,0,0,0,0,0,120,43,43,77,77,60,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0003,0.0003,0,2,3.1655,13.3951,0,0,0,0,0,0,0,0,284,116,116,168,168,142,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0003,0.0003,0,2,3.1655,13.3958,0,0,0,0,0,0,0,0,191,85,85,106,106,95.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.0005,0.0005,0,2,3.1655,13.3965,0,0,0,0,0,0,0,0,57,23,23,34,34,28.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0007,0,0.0007,0,0.0004,0.0004,0,2,3.1655,13.3973,0,0,0,0,0,0,0,0,181,78,78,103,103,90.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.0005,0.0005,0,2,3.1655,13.398,0,0,0,0,0,0,0,0,414,154,154,260,260,207,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.0005,0.0005,0,2,3.1655,13.3987,0,0,0,0,0,0,0,0,802,281,281,521,521,401,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0014,0.0005,0.0008,0,0.0007,0.0007,1,2,3.1658,13.3994,0,0,0,0,0,0,0,0,1288,543,543,745,745,644,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.0005,0.0005,0,2,3.1658,13.4001,0,0,0,0,0,0,0,0,343,156,156,187,187,171.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0004,0.0004,0,2,3.1658,13.4009,0,0,0,0,0,0,0,0,178,79,79,99,99,89,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,2,0.0007,0.0007,2.5,0.5,1.0,1.0,0.6,0,0,0,0,0.0,61.33,0.0021,0,0.0021,0,0.0011,0.0011,0,5,3.1658,13.4027,0,0,0,0,0,0,0,0,1809,322,302,497,497,399.5,322,437,437,336.67,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,2,0.0007,0.0007,1.0,1.0,1.0,0.5,0.0,0,0,0,0,0.0,,0.0004,0,0.0003,0,0.0002,0.0002,0,1,3.1658,13.403,0,0,0,0,0,0,0,0,119,53,53,66,66,59.5,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,2,0.0007,0.0007,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0003,0,0.0003,0,0.0002,0.0002,0,1,3.1658,13.4034,0,0,0,0,0,0,0,0,344,166,166,178,178,172,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
