level,playing_user,funnel_rate,funnel_rate_sanity,avg_attempts,1st_attempts_win,level_pass_rate,level_continue_rate,level_fail_rate,win_dropped_users_cohort,lose_dropped_users_cohort,win_dropped_users_realtime,lose_dropped_users_realtime,avg_booster_usage,avg_progress,ad_revenue,ad_rw_revenue,ad_is_revenue,iap_revenue,arpu,ad_arpu,rw_imp,is_imp,cum_avg_rw_imp,cum_avg_is_imp,paying_user,rw_star_imp,rw_coin_imp,rw_heart_imp,rw_hint_booster_imp,rw_eraser_booster_imp,rw_wand_booster_imp,rw_grid_booster_imp,total_duration,median_duration,win_duration_p50,win_duration_p75,win_duration_p90,win_duration_avg,lose_duration_p50,lose_duration_p75,lose_duration_p90,lose_duration_avg,replay_rate,us_playing_user,de_playing_user,jp_playing_user,ru_playing_user,br_playing_user,tr_playing_user,es_playing_user,fr_playing_user,mx_playing_user,us_rw_imp,de_rw_imp,jp_rw_imp,ru_rw_imp,br_rw_imp,tr_rw_imp,es_rw_imp,fr_rw_imp,mx_rw_imp,us_is_imp,de_is_imp,jp_is_imp,ru_is_imp,br_is_imp,tr_is_imp,es_is_imp,fr_is_imp,mx_is_imp,t1_rw_user,t2_rw_user,t1_is_user,t2_is_user,resource_source_hint,resource_source_wand,resource_source_grid,resource_source_eraser,resource_sink_hint,resource_sink_wand,resource_sink_grid,resource_sink_eraser,avg_res_src_hint,avg_res_src_wand,avg_res_src_grid,avg_res_src_eraser,avg_res_sink_hint,avg_res_sink_wand,avg_res_sink_grid,avg_res_sink_eraser
506,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.001,0.001,0,1,4.6487,10.998,0,0,0,0,0,0,0,0,38,38,38,38,38,38,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0009,0.0009,0,1,4.6487,10.9984,0,0,0,0,0,0,0,0,26,26,26,26,26,26,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0009,0.0009,0,1,4.6487,10.9988,0,0,0,0,0,0,0,0,129,129,129,129,129,129,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.001,0.001,0,1,4.6487,10.9992,0,0,0,0,0,0,0,0,261,261,261,261,261,261,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0009,0.0009,0,1,4.6487,10.9996,0,0,0,0,0,0,0,0,46,46,46,46,46,46,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.001,0.001,0,1,4.6487,11.0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.001,0.001,0,1,4.6487,11.0004,0,0,0,0,0,0,0,0,78,78,78,78,78,78,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0009,0.0009,0,1,4.6487,11.0008,0,0,0,0,0,0,0,0,67,67,67,67,67,67,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0008,0,0.0008,0,0.0008,0.0008,0,1,4.6487,11.0012,0,0,0,0,0,0,0,0,138,138,138,138,138,138,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.001,0,0.001,0.001,0,1,4.6487,11.0016,0,0,0,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0009,0.0009,0,1,4.6487,11.002,0,0,0,0,0,0,0,0,45,45,45,45,45,45,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0009,0.0009,0,1,4.6487,11.0023,0,0,0,0,0,0,0,0,202,202,202,202,202,202,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0009,0,0.0009,0,0.0009,0.0009,0,1,4.6487,11.0027,0,0,0,0,0,0,0,0,61,61,61,61,61,61,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0206,0.0205,0,0,0.0206,0.0206,4,0,4.6502,11.0027,0,3,1,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0052,0.0052,0,0,0.0052,0.0052,1,0,4.6506,11.0027,0,0,1,0,0,0,0,0,68,68,68,68,68,68,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0087,0.0087,0,0,0.0087,0.0087,1,0,4.651,11.0027,0,0,1,0,0,0,0,0,71,71,71,71,71,71,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0051,0.0051,0,0,0.0051,0.0051,1,0,4.6514,11.0027,0,0,1,0,0,0,0,0,198,198,198,198,198,198,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0065,0.0065,0,0,0.0065,0.0065,1,0,4.6518,11.0027,0,0,1,0,0,0,0,0,38,38,38,38,38,38,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0056,0.0056,0,0,0.0056,0.0056,1,0,4.6522,11.0027,0,0,1,0,0,0,0,0,233,233,233,233,233,233,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0055,0.0055,0,0,0.0055,0.0055,1,0,4.6526,11.0027,0,0,1,0,0,0,0,0,91,91,91,91,91,91,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0061,0.0061,0,0,0.0061,0.0061,1,0,4.653,11.0027,0,0,1,0,0,0,0,0,69,69,69,69,69,69,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0056,0.0056,0,0,0.0056,0.0056,1,0,4.6534,11.0027,0,0,1,0,0,0,0,0,56,56,56,56,56,56,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0064,0.0064,0,0,0.0064,0.0064,1,0,4.6538,11.0027,0,0,1,0,0,0,0,0,74,74,74,74,74,74,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0091,0.0091,0,0,0.0091,0.0091,2,0,4.6545,11.0027,0,1,1,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0017,0,0.0017,0,0.0017,0.0017,0,1,4.6545,11.0031,0,0,0,0,0,0,0,0,48,48,48,48,48,48,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0025,0,0.0025,0,0.0025,0.0025,0,1,4.6545,11.0035,0,0,0,0,0,0,0,0,54,54,54,54,54,54,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0133,0.0133,0,0,0.0133,0.0133,2,0,4.6553,11.0035,0,1,1,0,0,0,0,0,190,190,190,190,190,190,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0102,0.0089,0.0012,0,0.0102,0.0102,2,1,4.6561,11.0039,0,2,0,0,0,0,0,0,314,314,314,314,314,314,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0025,0,0.0025,0,0.0025,0.0025,0,1,4.6561,11.0043,0,0,0,0,0,0,0,0,86,86,86,86,86,86,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0013,0,0.0013,0.0013,0,1,4.6561,11.0047,0,0,0,0,0,0,0,0,53,53,53,53,53,53,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0011,0,0.0011,0,0.0011,0.0011,0,1,4.6561,11.0051,0,0,0,0,0,0,0,0,104,104,104,104,104,104,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0011,0,0.0011,0,0.0011,0.0011,0,1,4.6561,11.0055,0,0,0,0,0,0,0,0,21,21,21,21,21,21,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0039,0.0039,0,0,0.0039,0.0039,1,0,4.6565,11.0055,0,1,0,0,0,0,0,0,98,98,98,98,98,98,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0012,0,0.0012,0,0.0012,0.0012,0,1,4.6565,11.0059,0,0,0,0,0,0,0,0,74,74,74,74,74,74,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0012,0,0.0013,0.0013,0,1,4.6565,11.0063,0,0,0,0,0,0,0,0,48,48,48,48,48,48,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0012,0,0.0013,0.0013,0,1,4.6565,11.0067,0,0,0,0,0,0,0,0,33,33,33,33,33,33,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0018,0,0.0016,0,0.0018,0.0018,0,1,4.6565,11.007,0,0,0,0,0,0,0,0,53,53,53,53,53,53,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0169,0.0156,0.0012,0,0.0169,0.0169,4,1,4.6581,11.0074,0,4,0,0,0,0,0,0,235,235,235,235,235,235,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0015,0,0.0012,0,0.0015,0.0015,0,1,4.6581,11.0078,0,0,0,0,0,0,0,0,35,35,35,35,35,35,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0015,0,0.0014,0,0.0015,0.0015,0,1,4.6581,11.0082,0,0,0,0,0,0,0,0,67,67,67,67,67,67,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0016,0,0.0014,0,0.0016,0.0016,0,1,4.6581,11.0086,0,0,0,0,0,0,0,0,84,84,84,84,84,84,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0012,0,0.0011,0,0.0012,0.0012,0,1,4.6581,11.009,0,0,0,0,0,0,0,0,58,58,58,58,58,58,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0013,0,0.0013,0.0013,0,1,4.6581,11.0094,0,0,0,0,0,0,0,0,119,119,119,119,119,119,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0012,0,0.0013,0.0013,0,1,4.6581,11.0098,0,0,0,0,0,0,0,0,358,358,358,358,358,358,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0012,0,0.0012,0,0.0012,0.0012,0,1,4.6581,11.0102,0,0,0,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0038,0.0038,0,0,0.0038,0.0038,1,0,4.6585,11.0102,0,0,1,0,0,0,0,0,73,73,73,73,73,73,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0012,0,0.0012,0,0.0012,0.0012,0,1,4.6585,11.0106,0,0,0,0,0,0,0,0,171,171,171,171,171,171,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0021,0.0021,0,0,0.0021,0.0021,1,0,4.6588,11.0106,0,0,1,0,0,0,0,0,53,53,53,53,53,53,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0033,0.0018,0.0011,0,0.0033,0.0033,1,1,4.6592,11.011,0,1,0,0,0,0,0,0,193,193,193,193,193,193,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0012,0,0.001,0,0.0012,0.0012,0,1,4.6592,11.0113,0,0,0,0,0,0,0,0,120,120,120,120,120,120,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,1,0.0004,0.0004,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0.0,,0.0006,0,0.0006,0,0.0006,0.0006,0,1,4.6592,11.0117,0,0,0,0,0,0,0,0,49,49,49,49,49,49,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.001,0,0.0009,0,0.001,0.001,0,1,4.6592,11.0121,0,0,0,0,0,0,0,0,43,43,43,43,43,43,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0013,0,0.0013,0.0013,0,1,4.6592,11.0125,0,0,0,0,0,0,0,0,45,45,45,45,45,45,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.012,0.012,0,0,0.012,0.012,3,0,4.6604,11.0125,0,3,0,0,0,0,0,0,334,334,334,334,334,334,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0013,0,0.0013,0.0013,0,1,4.6604,11.0129,0,0,0,0,0,0,0,0,38,38,38,38,38,38,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,1,0.0004,0.0004,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0.0,,0.0013,0,0.0013,0,0.0013,0.0013,0,1,4.6604,11.0133,0,0,0,0,0,0,0,0,47,47,47,47,47,47,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
